x,y
4.747889657199794,1.479020807245288
1.4747700843304214,4.564099378051868
-1.8166926336991713,3.8515940607560206
3.4882209042605568,2.2143300914923216
5.36450813370186,0.8932075830495595
3.605365848556603,3.266813836667726
4.30761952386343,-0.49442227900608754
5.307929773789162,-0.9685755753784515
4.556243514013164,-0.8038093611736402
0.4551505284312182,5.2104949951641935
4.735948504614503,0.1687705465533111
4.731597535874377,0.9354796615909448
4.277241711729175,0.7557329969704976
-1.1618968346683296,4.972742104240222
-0.4053297844136432,5.167629941434512
1.029121338983562,4.797639473237815
-2.4289329957429144,4.212188705926849
-3.9027734811338415,3.8102514290979346
5.0720824577111365,1.507876861009623
-0.5206039009499122,5.54639668650273
1.2955362617013173,4.49348312405299
-4.168881968121015,2.6936506429901015
4.78172268805235,1.9248976417402952
-4.150195370489842,2.998049244779595
1.478824154109007,4.83855780121002
-3.707979212739002,2.4993874312219293
1.4097702262057517,5.202980654778416
-2.2198065900840533,5.130208679819053
3.026388530006036,4.322867530304615
-3.774099777383355,3.1126102150145223
-3.0679639944198165,4.419027722826457
-1.8142784026162653,4.662259697472291
-2.432094699177228,4.251221992664046
-2.3466369489767254,4.093059844071144
-2.9450033635865913,3.940897110095927
1.0195558564223532,4.889452873095997
4.275232358542008,0.7131336153038529
-1.512902766330298,5.0640515191873705
5.0410672709478614,0.6177760802582678
4.630081439567082,1.3543371158356379
0.40717716254006703,5.328094959063053
-0.2827160010003991,4.7146418755412425
3.5348571707243854,3.1480724297810676
1.7764049242290296,4.032085231663224
0.264419359164569,4.575036716850191
4.641258726949837,0.09006327000954377
3.4089578046646736,3.7397040918584405
5.03210962169034,0.4900970177383822
2.770270563127859,4.696648071447443
4.76990619563172,2.497472292864877
-0.08565426602135646,5.081459537060314
4.153378751441514,2.885011987169591
-3.7905745258836925,2.318508911564963
1.7435428298241629,4.557324863052406
-3.5401807826441307,3.5991779849253795
4.167427451774537,3.762039648587756
4.565472260803818,0.6775869135075938
-3.12078463512709,3.4001944043374066
2.278523700184473,4.725980281927727
3.8258061814879882,2.577224485218492
-4.099832606322438,3.035916182093795
5.1622653579578275,1.5727670992888643
2.5358124983940566,3.8217246740187836
3.9613273203026305,-1.150878351096772
-2.8350475726838362,4.448382427070042
3.725340396752732,3.4153585643002145
3.9899880895346835,2.651138753520752
4.526343303177605,1.2050392201037132
-3.216984287373653,3.2916260936709136
5.198910031466117,0.9813892030742787
-3.1900634872584366,3.1215373948922864
-0.1122530215664391,4.955873167090952
4.516392619936313,2.5048174195299913
4.140009697031219,-1.8106752632278598
3.140040824182494,3.934424404010447
3.699654793177508,3.512118798723569
4.052087059265208,2.0542271629939277
-3.6809603615790922,3.6620153914210336
3.1331620947116234,5.345034104945179
4.302922808143534,2.1957363441334476
3.0536069501108027,4.6074160645255695
4.7931011601951266,1.8464728854982966
3.6826995200923607,2.7502214272218986
1.5738161813452578,5.212603161561879
4.054509346386761,1.7545923218786643
4.44094425981471,-1.0331191364768983
5.0360672721545034,-0.03851298689926487
4.374889574908535,2.07606496594076
4.966989037420516,0.38364050024131124
-2.461307588900643,3.8636010172197817
-4.073970330987884,3.9160417558621394
5.0730822890175835,2.9955147633507884
-2.8677002278357553,3.718121373352066
-2.676042087284359,4.396366810885757
4.120536080260315,2.7282368070762724
4.084404167030214,1.823780805533351
0.9044293656900401,4.8362114698638665
-2.5767453149927135,4.53731997552409
2.759737229103011,3.4556427005337054
4.463400046630115,2.670525713571307
-2.2503297397236337,4.503753559738643
5.3467733246870965,0.6403852325520446
0.32140770361895765,4.841864087796934
2.8114551979292797,4.104151580673822
1.3998104943107974,5.11704219206058
2.3652098260201146,4.5559993107254035
3.8977230948366017,3.466021550538412
4.284334395878117,-1.9942470619066428
-3.473178025632943,3.3942500892376657
4.659817337325048,-0.6024053666655476
-2.2660465569463093,4.472379745820213
-3.6342560395265657,3.8048397010391906
0.6946304798121672,5.184929889635739
5.272031320527896,-1.0040315460157927
2.735460435189161,4.850098417097749
1.0281022795603671,4.986068439297167
5.196493165603195,-0.002596388040327598
4.433849576871546,-0.11044506581867523
4.397460960654904,-2.3679169315400213
4.7987457300801575,-0.7565815613184796
-3.8851853753651717,3.4593351398970533
-4.126543193611019,3.505665792592233
-0.7727661632743162,5.817747767154787
4.116439784727208,1.9900464341491217
0.16919595914007307,5.509406830554338
-4.113261580578782,2.6146258095488735
-0.8501809065844226,5.122505902537507
3.9236608333849707,-2.2251546012474597
3.16008039226717,3.4349975099220607
0.21857476641288703,5.118959973399671
0.9769297979520908,4.374769647015554
4.043873133077159,-1.7862693039927484
4.927613710007482,-1.111551513272169
-3.611634357990596,4.127246692258701
2.9367565854851296,3.9909938507332363
-1.473596310036776,5.079426580267149
-3.1388972149688525,3.1351484627074715
2.5000889135650874,3.808777498515656
3.534505439784863,3.3881613406766204
0.16563728916204815,5.538816929688342
1.9430975868440936,4.733377332964065
4.603583162180217,1.8604941652535059
-0.20695544325876267,5.044464340493256
-1.3701152711406503,4.348681653037791
-3.1699575562415467,3.43875895856891
0.6609172081181894,5.106575941585256
-2.9569376847781492,3.6869369592745134
2.389978896969574,3.7158757492508836
5.185110947644787,-2.113083994078834
5.122260438105184,-2.291546431820836
-3.33740343981993,3.5393383176763855
5.0876953132470195,-1.899459307916278
4.425610063930483,0.39045564353194756
1.2256595808118846,5.13210080541368
5.055708255584919,0.3905997663337727
2.7170617387003424,4.636145346014336
-3.8923229510232193,3.2451980989606932
-1.1216615000235526,4.995293977225751
1.2218698506815182,4.961143911551965
-3.55553345598817,2.843219692162951
3.197384855000251,3.4052493763690945
1.660874117562046,5.581526554022193
4.715965424350244,-0.10539729887273457
4.590375577069864,-0.6297792595526739
-3.0880176135979633,3.9764751889986654
2.2992487970713475,4.865994017793261
4.060535687673609,3.2308910115214844
5.051544352022123,-2.1666156096677134
3.3432911620474752,4.6668397427841635
-1.1879408138537826,4.115555260815284
0.5034712623537924,4.62386999051032
4.5463392157977065,-0.7198805811833923
-3.5396022083520924,4.074823530361397
-2.849670542111584,4.620127985270669
4.884160942594966,1.3459708383473579
-2.9272521087768975,4.084876444245359
5.0366917325785465,1.0912471423195018
1.6377464349870146,4.995731474053896
4.39947130985604,-2.2847257062984583
3.0680141195735815,4.5505823400045635
-4.318458679905824,2.6080277338337274
4.037002292686488,2.974940969763305
2.7699786864922507,4.143208390028076
4.099867398067159,3.1654606778525527
4.324511419252873,1.7743101698834287
3.9365198920557085,2.7195862444447507
0.7051721794316137,4.926299352428315
4.722591626913101,-2.3246649178743515
-1.175578953980504,5.835199429045933
5.350429514981143,-1.9938103267700629
-3.5197426566377796,2.4066245475956354
-0.8117825924377483,4.243318857451243
0.5735315141555666,4.327886826428646
2.0346859041165835,4.124482928051144
4.669477344356826,-1.1071172617596592
4.454878823692554,2.6037761467696896
5.336052069274023,0.6705036670443345
-0.024582386760571985,4.915317974135581
4.177830006790847,2.755631223066236
2.1379769717757777,5.187158283438005
5.30602234627626,-0.8982858584104175
-0.42707437466987425,5.258422722957967
-1.6790044715016443,4.751196934870523
2.175438177718336,4.345791014048441
3.7493311668168228,-1.6498897860166204
4.92337232496601,1.3893973425866164
3.1181463455413474,3.7359175907260247
3.116430925247152,4.286072124394254
4.7327119109347775,1.878405002008086
4.641758401763967,1.1414166391829108
-4.271741910278335,2.7261271310858994
5.255847593871536,1.0162963802292588
2.542457240918298,4.765952795448826
4.346458345003237,-2.013799479636481
5.133769700456084,0.6040496765735166
5.432735592124612,-0.3628852203554499
-3.8343217993384537,3.0268038402592943
-4.065131218764695,3.6804747942990006
4.688984970188347,1.0082805454605963
4.9706957125729785,0.9004409594059065
-3.2100601917578735,3.3012974650179503
-1.6430572503190757,4.066909203684978
4.558850947696367,1.6720222797369277
5.156668204562078,-2.57318588049335
2.7238916425269135,4.5418085640133095
1.1362539689169222,5.362882378338524
5.094428354569822,-1.0889847002938065
0.19873595337328015,5.371505428514878
-1.7662170327897493,4.208390715554292
5.10102969181577,-0.4712239055441388
2.28064326075154,4.841446525867937
3.3013407615140324,3.863537027540442
-3.089346328339015,3.654144780280331
4.890844970210589,2.9627719275468425
5.1005893052571665,0.049857407846479095
4.951917753251146,0.5394983367058777
5.076822548913248,-0.24791672761102876
1.1921579003339549,4.504247717796077
3.4766136638637835,2.8341149875411182
-1.6524121781136127,5.023299216173661
-4.404862198064779,2.9234509862257996
-2.3105894131305336,4.613706109370713
3.9899559591979723,3.990636508678873
5.174919252940273,-1.0444067769597105
-2.051535808623092,4.00482586507935
1.3124447130431802,5.325240038222883
